,time,open,high,low,close,volume
76,2017-01-22,2.83,3.08,2.83,2.95,945290
77,2017-01-29,2.92,2.92,2.77,2.85,275600
78,2017-02-05,2.86,2.88,2.76,2.77,162060
79,2017-02-12,2.77,2.78,2.69,2.69,484860
80,2017-02-19,2.69,2.81,2.67,2.72,567100
81,2017-02-26,2.7,2.9,2.69,2.86,787360
82,2017-03-05,2.76,2.79,2.65,2.67,673420
83,2017-03-12,2.69,2.79,2.69,2.76,906150
84,2017-03-19,2.74,3.22,2.74,3.15,2160100
85,2017-03-26,3.15,3.29,3.04,3.07,1893840
86,2017-04-02,3.06,3.08,2.88,2.97,1467120
87,2017-04-09,2.97,3.11,2.88,3.1,1849670
88,2017-04-16,3.1,3.1,2.6,2.65,2166080
89,2017-04-23,2.65,2.82,2.6,2.69,1046530
90,2017-04-30,2.69,2.7,2.51,2.56,1226400
91,2017-05-07,2.56,2.61,2.54,2.58,610980
92,2017-05-14,2.58,2.76,2.54,2.72,1607530
93,2017-05-21,2.72,2.72,2.6,2.69,913100
94,2017-05-28,2.69,2.72,2.57,2.63,708410
95,2017-06-04,2.63,2.76,2.63,2.68,1129610
96,2017-06-11,2.68,2.71,2.61,2.66,755430
97,2017-06-18,2.66,2.84,2.66,2.78,2390110
98,2017-06-25,2.78,2.95,2.73,2.91,1927930
99,2017-07-02,2.91,2.91,2.69,2.78,881660
100,2017-07-09,2.78,2.87,2.73,2.8,1153380
101,2017-07-16,2.8,2.91,2.78,2.89,1125710
102,2017-07-23,2.89,3.06,2.88,2.97,1456640
103,2017-07-30,2.97,3.01,2.87,2.89,860800
104,2017-08-06,2.89,2.95,2.82,2.89,818680
105,2017-08-13,2.89,3.13,2.89,3.08,2643000
106,2017-08-20,3.08,3.25,3.07,3.15,2582900
107,2017-08-27,3.14,3.14,2.99,3.01,1919650
108,2017-09-03,3.01,3.18,2.95,3.12,1751500
109,2017-09-10,3.06,3.08,2.97,3.01,748070
110,2017-09-17,3.01,3.16,2.95,3.1,1136020
111,2017-09-24,3.1,3.18,3.04,3.12,1294350
112,2017-10-01,3.12,3.32,3.1,3.25,1904150
113,2017-10-08,3.25,3.41,3.12,3.41,2065860
114,2017-10-15,3.42,3.7,3.37,3.7,3303750
115,2017-10-22,3.7,3.72,3.5,3.55,3169080
116,2017-10-29,3.55,3.73,3.47,3.71,2586230
117,2017-11-05,3.71,3.71,3.44,3.53,2162220
118,2017-11-12,3.53,3.7,3.5,3.59,2448280
119,2017-11-19,3.57,3.61,3.49,3.57,1902440
120,2017-11-26,3.57,3.9,3.47,3.9,2320440
121,2017-12-03,4.0,4.12,3.86,4.04,2251700
122,2017-12-10,4.04,4.04,3.78,3.85,2344530
123,2017-12-17,3.82,3.82,3.51,3.7,1367870
124,2017-12-24,3.7,3.87,3.7,3.82,1628640
125,2017-12-31,3.82,4.02,3.82,3.98,1710750
126,2018-01-07,3.98,4.06,3.87,3.89,1001840
127,2018-01-14,3.89,4.04,3.76,3.85,1363730
128,2018-01-21,3.87,4.29,3.85,4.27,2612160
129,2018-01-28,4.27,4.46,4.21,4.34,1870940
130,2018-02-04,4.34,4.47,4.25,4.29,2083910
131,2018-02-11,4.29,4.3,3.82,4.06,1521570
132,2018-02-18,3.89,4.17,3.89,4.14,616580
133,2018-02-25,4.14,4.42,4.14,4.4,1210160
134,2018-03-04,4.42,4.44,4.25,4.34,1741530
135,2018-03-11,4.34,4.76,4.32,4.68,2641180
136,2018-03-18,4.68,4.77,4.58,4.72,1660900
137,2018-03-25,4.72,4.81,4.45,4.54,1580480
138,2018-04-01,4.55,4.7,4.45,4.64,1550760
139,2018-04-08,4.66,5.06,4.62,4.91,2531100
140,2018-04-15,4.91,5.19,4.83,5.17,3272380
141,2018-04-22,5.13,5.38,5.06,5.34,3045930
142,2018-04-29,5.34,5.34,4.91,5.11,1502770
143,2018-05-06,5.11,5.13,4.91,5.06,592040
144,2018-05-13,5.06,5.34,5.0,5.09,1558180
145,2018-05-20,5.13,5.35,4.84,5.23,1423410
146,2018-05-27,5.23,5.25,4.94,5.02,1166070
147,2018-06-03,5.02,5.25,4.84,5.2,944900
148,2018-06-10,5.19,5.69,5.09,5.38,2370960
149,2018-06-17,5.38,5.75,5.31,5.48,2038650
150,2018-06-24,5.48,5.5,4.78,5.07,2003150
151,2018-07-01,5.07,5.33,4.96,5.04,880710
152,2018-07-08,5.04,5.04,3.87,3.87,2022820
153,2018-07-15,3.97,4.42,3.97,4.22,2209800
154,2018-07-22,4.22,4.63,4.16,4.63,1545860
155,2018-07-29,4.61,4.73,4.24,4.44,1094660
156,2018-08-05,4.44,4.55,4.38,4.45,990390
157,2018-08-12,4.45,4.78,4.42,4.78,2487010
158,2018-08-19,4.76,4.92,4.65,4.8,3265680
159,2018-08-26,4.8,5.02,4.76,4.91,2679090
160,2018-09-02,4.92,5.15,4.89,5.04,4433980
161,2018-09-09,5.0,5.04,4.78,5.0,3031930
162,2018-09-16,5.0,5.05,4.9,5.02,3583000
163,2018-09-23,5.02,5.33,4.91,5.33,5942200
164,2018-09-30,5.33,5.36,5.18,5.29,4284460
165,2018-10-07,5.27,5.29,5.06,5.22,3148120
166,2018-10-14,5.21,5.23,4.74,4.9,3614000
167,2018-10-21,4.88,4.94,4.73,4.92,2418060
168,2018-10-28,4.96,5.09,4.47,4.59,3128510
169,2018-11-04,4.57,4.76,4.51,4.74,2672150
170,2018-11-11,4.71,4.74,4.55,4.61,2640890
171,2018-11-18,4.61,4.73,4.59,4.65,2216260
172,2018-11-25,4.67,4.92,4.67,4.76,3837880
173,2018-12-02,4.74,4.88,4.55,4.63,3088230
174,2018-12-09,4.67,4.76,4.63,4.69,3287340
175,2018-12-16,4.67,4.78,4.65,4.76,2979720
176,2018-12-23,4.76,4.76,4.36,4.49,2589520
177,2018-12-30,4.44,4.53,4.36,4.44,2077640
178,2019-01-06,4.44,4.45,4.12,4.26,1305910
179,2019-01-13,4.3,4.4,4.22,4.4,1467370
180,2019-01-20,4.38,4.45,4.28,4.38,1615120
181,2019-01-27,4.38,4.55,4.34,4.42,1579380
182,2019-02-03,4.45,4.65,4.34,4.65,2087980
183,2019-02-10,,,,,0
184,2019-02-17,4.66,4.73,4.57,4.63,3313200
185,2019-02-24,4.61,4.74,4.55,4.71,2788250
186,2019-03-03,4.71,4.74,4.49,4.49,2165700
187,2019-03-10,4.49,4.55,4.41,4.44,1358270
188,2019-03-17,4.45,4.55,4.36,4.51,1170970
189,2019-03-24,4.53,4.65,4.46,4.51,1700720
190,2019-03-31,4.47,4.51,4.36,4.41,981990
191,2019-04-07,4.42,4.45,4.22,4.33,878990
192,2019-04-14,4.34,4.44,4.34,4.38,1483370
193,2019-04-21,4.34,4.4,4.24,4.32,841300
194,2019-04-28,4.36,4.45,4.29,4.42,1467100
195,2019-05-05,4.43,4.43,4.33,4.4,538270
196,2019-05-12,4.32,4.38,4.25,4.33,1350870
197,2019-05-19,4.34,4.57,4.3,4.43,2021670
198,2019-05-26,4.4,4.58,4.39,4.45,2003140
199,2019-06-02,4.45,4.49,4.28,4.28,1459600
200,2019-06-09,4.27,4.34,4.15,4.33,1139650
201,2019-06-16,4.34,4.36,4.11,4.14,1245180
202,2019-06-23,4.14,4.16,3.99,4.16,1781940
203,2019-06-30,4.17,4.2,4.0,4.05,1690270
204,2019-07-07,4.06,4.32,4.04,4.31,3994680
205,2019-07-14,4.31,4.5,4.27,4.44,4785670
206,2019-07-21,4.44,4.62,4.44,4.55,4001650
207,2019-07-28,4.53,4.61,4.44,4.49,2670050
208,2019-08-04,4.5,4.51,4.29,4.39,2408860
209,2019-08-11,4.41,4.42,4.16,4.38,3105970
210,2019-08-18,4.39,4.63,4.38,4.48,4225040
211,2019-08-25,4.49,4.75,4.44,4.69,3488490
212,2019-09-01,4.65,4.69,4.41,4.53,2617980
213,2019-09-08,4.53,4.67,4.49,4.65,1977320
214,2019-09-15,4.65,4.66,4.43,4.62,3262760
215,2019-09-22,4.63,4.81,4.54,4.76,3844710
216,2019-09-29,4.8,4.98,4.7,4.89,4241190
217,2019-10-06,4.9,5.03,4.75,4.98,3438200
218,2019-10-13,4.99,5.03,4.82,4.89,2766340
219,2019-10-20,4.9,4.98,4.84,4.91,3146470
220,2019-10-27,4.91,5.2,4.86,5.15,4202270
221,2019-11-03,5.17,5.25,5.02,5.12,3787540
222,2019-11-10,5.12,5.2,5.07,5.14,2653690
223,2019-11-17,5.15,5.33,5.09,5.12,2853900
224,2019-11-24,5.13,5.16,4.8,4.84,2466230
225,2019-12-01,4.86,4.88,4.56,4.66,3013180
226,2019-12-08,4.68,4.78,4.42,4.66,2631130
227,2019-12-15,4.67,4.77,4.57,4.7,2161650
228,2019-12-22,4.73,4.73,4.42,4.48,1735040
229,2019-12-29,4.49,4.59,4.18,4.55,3306820
230,2020-01-05,4.54,4.64,4.46,4.6,1767680
231,2020-01-12,4.59,4.62,4.33,4.6,2101350
232,2020-01-19,4.6,5.0,4.55,4.98,2686020
233,2020-01-26,5.0,5.15,4.93,5.1,1220960
234,2020-02-02,5.08,5.08,4.67,4.67,1178400
235,2020-02-09,4.63,4.97,4.35,4.92,2322880
236,2020-02-16,4.92,5.57,4.91,5.52,3029820
237,2020-02-23,5.53,5.67,5.27,5.47,2425060
238,2020-03-01,5.45,5.45,4.95,4.98,2113630
239,2020-03-08,4.96,5.43,4.88,5.4,2954610
240,2020-03-15,5.04,5.14,4.04,4.34,2976970
241,2020-03-22,4.34,4.39,3.73,3.85,2575460
242,2020-03-29,3.81,3.81,3.48,3.63,1943430
243,2020-04-05,3.56,3.82,3.38,3.77,1592730
244,2020-04-12,3.83,4.54,3.82,4.32,2495890
245,2020-04-19,4.27,4.72,4.24,4.68,2144000
246,2020-04-26,4.72,4.82,4.41,4.7,2080460
247,2020-05-03,4.78,4.9,4.5,4.9,1901950
248,2020-05-10,4.9,5.35,4.86,5.16,3511650
