,time,open,high,low,close,volume
68,2012-05-06,2.51,2.6,2.49,2.6,26860
69,2012-05-13,2.59,2.6,2.55,2.59,30490
70,2012-05-20,2.59,2.59,2.53,2.53,7090
71,2012-05-27,2.53,2.55,2.32,2.55,389250
72,2012-06-03,2.55,3.03,2.55,2.99,628800
73,2012-06-10,2.97,3.34,2.84,3.22,865910
74,2012-06-17,3.2,3.26,3.05,3.24,846910
75,2012-06-24,3.24,3.34,3.07,3.09,651150
76,2012-07-01,3.09,3.11,2.74,2.82,291500
77,2012-07-08,2.82,2.84,2.55,2.7,240400
78,2012-07-15,2.74,2.8,2.57,2.78,139320
79,2012-07-22,2.8,2.95,2.72,2.89,181790
80,2012-07-29,2.91,2.91,2.55,2.57,131040
81,2012-08-05,2.55,2.59,2.47,2.51,57310
82,2012-08-12,2.51,2.53,2.45,2.51,39350
83,2012-08-19,2.53,2.59,2.47,2.53,39400
84,2012-08-26,2.53,2.57,2.08,2.12,44210
85,2012-09-02,2.08,2.26,1.97,2.26,72120
86,2012-09-09,2.26,2.35,2.24,2.26,42930
87,2012-09-16,2.24,2.24,1.97,2.22,73100
88,2012-09-23,2.22,2.22,1.95,1.95,37350
89,2012-09-30,1.85,2.06,1.85,1.99,40930
90,2012-10-07,1.99,2.12,1.89,2.12,18640
91,2012-10-14,2.12,2.26,2.12,2.22,18780
92,2012-10-21,2.22,2.22,2.06,2.16,2300
93,2012-10-28,2.16,2.16,2.08,2.08,730
94,2012-11-04,2.08,2.08,1.99,1.99,580
95,2012-11-11,2.01,2.12,2.01,2.12,110
96,2012-11-18,2.12,2.14,2.12,2.12,90
97,2012-11-25,2.14,2.14,1.83,1.83,4100
98,2012-12-02,1.76,2.03,1.76,2.03,1200
99,2012-12-09,2.06,2.22,2.06,2.22,120
100,2012-12-16,2.26,2.26,2.01,2.01,200
101,2012-12-23,2.05,2.05,2.03,2.05,130
102,2012-12-30,2.05,2.05,1.83,1.85,92500
103,2013-01-06,1.79,1.79,1.62,1.62,19270
104,2013-01-13,1.54,1.76,1.47,1.62,191080
105,2013-01-20,1.6,1.64,1.45,1.58,20620
106,2013-01-27,1.58,1.66,1.45,1.62,25420
107,2013-02-03,1.66,1.74,1.62,1.72,5820
108,2013-02-10,1.83,2.01,1.74,2.01,4460
109,2013-02-17,,,,,0
110,2013-02-24,2.05,2.22,1.83,2.22,3000
111,2013-03-03,2.37,2.49,2.08,2.49,1000
112,2013-03-10,2.49,2.49,1.79,1.81,8590
113,2013-03-17,1.81,1.81,1.45,1.51,316260
114,2013-03-24,1.51,1.6,1.29,1.31,236660
115,2013-03-31,1.31,1.45,1.31,1.35,22300
116,2013-04-07,1.29,1.43,1.27,1.37,90680
117,2013-04-14,1.31,1.37,1.29,1.33,28380
118,2013-04-21,1.33,1.35,1.25,1.31,13540
119,2013-04-28,1.33,1.33,1.23,1.29,11040
120,2013-05-05,1.22,1.31,1.18,1.25,44930
121,2013-05-12,1.23,1.45,1.18,1.43,124760
122,2013-05-19,1.39,1.64,1.35,1.64,290810
123,2013-05-26,1.74,2.24,1.54,2.24,460650
124,2013-06-02,2.35,2.86,2.1,2.82,722530
125,2013-06-09,2.86,3.05,2.76,2.8,657760
126,2013-06-16,2.6,2.88,2.43,2.59,449220
127,2013-06-23,2.68,2.86,2.41,2.76,352460
128,2013-06-30,2.76,2.84,2.57,2.6,383400
129,2013-07-07,2.6,2.6,2.12,2.12,652910
130,2013-07-14,2.2,2.2,1.91,2.03,218590
131,2013-07-21,2.1,2.3,2.08,2.1,374570
132,2013-07-28,2.2,2.2,1.72,1.85,218900
133,2013-08-04,1.87,2.1,1.74,1.97,339760
134,2013-08-11,2.01,2.01,1.83,1.89,238610
135,2013-08-18,1.89,1.91,1.76,1.83,175950
136,2013-08-25,1.83,1.93,1.78,1.87,184050
137,2013-09-01,1.83,1.85,1.64,1.7,174380
138,2013-09-08,1.78,1.78,1.58,1.66,76410
139,2013-09-15,1.66,1.66,1.54,1.58,61900
140,2013-09-22,1.58,1.68,1.58,1.64,86700
141,2013-09-29,1.64,1.7,1.62,1.64,135460
142,2013-10-06,1.64,1.93,1.64,1.83,925760
143,2013-10-13,1.85,1.99,1.78,1.78,912460
144,2013-10-20,1.74,1.79,1.64,1.66,915210
145,2013-10-27,1.68,1.76,1.66,1.74,506050
146,2013-11-03,1.7,1.72,1.6,1.6,315110
147,2013-11-10,1.62,1.7,1.58,1.64,322920
148,2013-11-17,1.64,1.7,1.58,1.6,249090
149,2013-11-24,1.62,1.81,1.58,1.81,898880
150,2013-12-01,1.89,1.93,1.72,1.74,873820
151,2013-12-08,1.68,1.78,1.66,1.7,338840
152,2013-12-15,1.7,1.72,1.64,1.64,163010
153,2013-12-22,1.66,1.72,1.64,1.72,165010
154,2013-12-29,1.68,1.74,1.6,1.7,173110
155,2014-01-05,1.68,1.72,1.64,1.7,40580
156,2014-01-12,1.66,1.72,1.62,1.68,122800
157,2014-01-19,1.68,1.87,1.64,1.78,651370
158,2014-01-26,1.78,2.03,1.72,2.03,1058840
159,2014-02-02,2.05,2.1,2.01,2.05,137050
160,2014-02-09,2.05,2.06,1.95,2.01,334690
161,2014-02-16,1.99,2.37,1.99,2.3,1577080
162,2014-02-23,2.24,2.49,2.16,2.22,1305630
163,2014-03-02,2.24,2.32,2.22,2.26,645970
164,2014-03-09,2.26,2.39,2.12,2.39,899860
165,2014-03-16,2.41,2.7,2.41,2.7,1755190
166,2014-03-23,2.86,2.99,2.7,2.8,954490
167,2014-03-30,2.84,2.86,2.57,2.66,634000
